MANUFACTURER_ID,MAKER_NAME
8489dcdb3181644b653420999297aea003346a5fd276cee953beac8da4b4e85f,SRI RAGHAVA ENGG WORKS ASIFABA
852e4b83fe1a74f09415f57d4c4756a372dfc1764233e0a6a8711828b58aa977,RAVICHANDRA WELDING WORKS JAGT
86aa6d87ae16fd390003404850f7a1c50b22f6e33ea2db14c24984b025b9eec4,M/S NEW TECH ENGINEERING WORKS ADILABAD
89ff3131ddbd9c25362d74c8386d8684441269baf56ff99270b07201bc403c19,M/S.MOTOROYALE KINETIC PRIVATE LIMITED
8a4d1a8ccd7882403d3b6577b7d899dac951b3071ccd878d5b88e2c00cb451e7,"M/S SRI VENKATESHWARA ENGINEERING WORKSHOP,SIRPUR"
8a4f2e727b4912c22c6b90c15f94d01c7db02ccbc5d11c4473e95049d849058d,SAI RAM ENGINEERING WORKS NALG
8b2b61edcc08bf7025cc09d3913903b15d581ae35fb7636a99bdd2855c2141c3,M/S SUN ENGINEERING AGRO
8b78c8307212f287ba8b84de09fabb9bc4b522bb0efb7bd26e615e00da268cb6,INDIA KAWASAKI MOTORS PVT LTD
8cc67de728beffc9e57300e910d786b99811f1ac9759920a8c47df3d2f8e9e75,NEW SRI RAGHAVA KRISHNA E WORK
8e6cfec535d37477e379e43560c3ff855d7526fb4eed1482c9681f733e32bfe3,M/S HAJRAT KHAZA GHARIB NAWAZ ENGINEERING WROKS
8ef25fd253d46636aff5f4df7907d5029520a2739b5f7b60215fd7b3870a54ea,M/S JAGTIAL AGRICULTURAL EQUIPMENT WORKS
8fc1e451726a5497e499c65e35fbdfc67fb8e6eac5a61a14e21dd74aa19d1ea8,PIAGGIO VEHICLES PVT LTD
910c0a696a0932a4f52db9bdcf7a77203bc0f4a23dfe28ecbfed7c6c535d841b,M/S NAGALAXMI ENGINEERING WORK
91480f3f10a387f1fcfbf43e8d15fe758cb16c7b9fa1539310c2067e4ddd5bd3,CAPTAIN TRACTORS PVT LTD
914c6097f2d09cb5a147dcb3b770ffa646b166e0620bb2d49f85fa8b2752db16,M/S SRI RAMA ENG.CO
91a80ebcada0d6e9507c04acb0d7a3abb002a3b4f62a4be4e6e18e67f4f45052,M/S.SRI.LAKSHMI NARASIMHA SWAMY AGRO INDUSTRIES
923bc52cd69dbe4819b72c270c4dfa7704e0225638e31a41e1876dc2ced1a157,M/S OM BHARATH INDUSTRIES
92a236654c6a299369dbfb6227063fc76f0ab7fe5d4a7296081385c4fc338a2e,M/S.SRI NIRMALA INDUSTRIES
92cf775669642d3ddec25fa5746a106d5398f2fb3c7d0a284aeab2a9b84b2020,M/S JAYA LAXMI ENGINEERING WGL
93bdb8d191ee275edf30a8a6ea139766736698eeae8b1720d678cbfecf60ceec,M/S FORD INDIA PVT LTD
94eb6ee75dfd1e4ee62cb0d642c999e609fa8e93fe7f6e1106b71e8daea2993d,M/S VENKATARAMANA GENRAL ENGINEERING WORKS KHMM
952e99ee177972c89983e3c1abb59f41c54d3ee303ba4c7c690a308a52d624ed,ADAPT MOTORS PVT.LTD
9548c53c2025240d6240b0a73d7d5a92a7b7c00af773a73242a54ce369eb44b3,SNEHA KUMAR WELDING WORKSHOP
95e5eaf03b6d4f112c622b905b1d0eedd648ee63a816dfc37049b9a7f7bf1ed8,M/S SAINATH AGRO ENGINEERING WORKS
964692111b64bacbb88215912e65eced32615e81a98d4a575feb691b70434151,M/S MAHALAXMI ENGINEERING WORKS
96a2258f2e3ec337fc0a251b86e1755a6e8438eecebd321174af3eb14c0b6ab7,ESCORTS CONST EQUIPMENT LTD
96dba025b52566190c43708015f50243bea0893c598d9238324b05b263437c0f,"M/S SIRI ENGINEERING WORKS, NALGONDA"
97ca960ea562faf91844655a341d80c0f2257a545ed0e43b1821e146701ad136,M/S CHANDANA LAXMI TRALLY WORKS
99286dc57776e2fd045974d8721093a8b11541a902cd7328553fed18ddfe33ad,M/S SUDHARSHAN AGRO INDUSTRIES
996648e730b223bcce9730de12c16f4eead8f2c555605e7ef9c2db698639a850,M/S RAITHU RAJA INDUSTRIES
99d4b97d5e49d4fbf56e9f7583a40e3e9ae1518000f9b08319bd71322e265b8b,M/S SRI JAYA LAXMI ENGINEERING COMPANY
9b301059191c174f005153882a0032a63a26329afb65a7617d5b58e08c20fec2,M/S SANDEEP INDUSTRIES
9bed691281ffb65402c1999e4a178b7f0322376e0c6a0a03ee3c19d339f554a9,"BHARATHI ENGG WORKS, KODAD, NALGONDA"
9c22b8b9cae6af782f7ada92e8d950af7836013e2ae28cb027eb8080c7791660,M/S SHAKTHI AGRO INDUSTRIES NZB
9c3a7e1b0bef1a45676965d5a4b1925dc2dce4cc71d597e8cb0d85b46c0c6444,M/S SRI KARTHEEK ENGINEERING WORKS
9ed9391e2b6e19fd9fb37553161f469ea6a7ae9c2991ad8093ccc876279fc880,M/S SRI LAXMI SRINIVASA ENGINEERING WORKS  KNR
9f25655067dfc6b4a01efa4e7d0732d63c78fa679a028d15dc752fd5149ba04e,HERO MOTOCORP LTD
9f4204ad12a15fc20328da082cfc34cd9fd247cbda112074c0bbc134a138d462,SRI LAXMI NARSIMHA ENGG WORKS
9f57ef2ce8bfdf15704d13d361d256773eb6857be5f41bea9f7b2d8163bc7ddd,"M/S SRI RAMA ENGINERING WORKS, YADADRI"
9f6ce73f556fbd86184ec4e5bf56427fc00b254d3d2b6158f0917d977e13b131,M/S MODERN ENGINEERING WORKS SANGAREDDY
9f97dd01a4b8d3bd9e1044e88b919d7bf47fa500be0f06009528d6413f2621e1,M/S SRI KHAWAJA GHARIB NAWAZ ENGG WORKS
a0bd210beb7d1d08ae119b620c39e55b8d1bac7728ee4fe0d581d22806dd5eda,HD MOTOR COMPANY INDIA PVT LTD
a13352cc2c5f82fa15526c1be56a57785a5ce1f4046bc257fc6e481b78c4e8bf,HONDA MOTORCYCLE&SCOOTER(I)P L
a175f176d17a432a0d66228f988c5d7497eb6847555689c72bed189ac92e1faa,VIJAYA ENGINEERING WORKS
a1df2124b698df1481ee481ca744a3525cbcff968392b593a1336c6db89f231c,HERO ELECTRIC VEHICLES PVT LTD
a256b9f7d81022a9540e80fbe40359cd5a53ddcc559991fd0ba999add9bc425b,M/S SUPREME ENGINEERING WORKS
a2e230b8ecf5d84bb2e00ca04ca2c007df2fb2e441737b254b72255da07c56ba,SAMEER ENGG WORKS NIZAMABAD
a362f01ecf14c43cd7a7c6f70648450a3299d5e5875f80d4306099bdba9997fe,"MAHINDRA & MAHINDRA LTD,"
a3817a939e8c2114a1352384ebe184d4a29839b6a55ffe9e292f2edda489b723,"M/S SHIVA INDUSTRIES, MIRYALAGUDA"
a3fe91c957c71fc2802d11e257e7fbd0fcd0081297efaa78799cf2806161995e,M/S MANASA ENGG & FABRICATION WORKS
a4119c45af36ad3f3899429835f59ef97c38b070d8973a8acb52180f72452cd9,VOLVO CAR CORPORATION
a43e7dfb96c8e26dc0645686d3e91ab48bb187990c771a4ccae558a9ceeb28d8,"M/S SRI BHAVANI ENGINNERING WORKS, MEDCHAL"
a5bad34d12be8fb3df9386357a5db990004c7e7912dbeaa0a176cf73923ca30e,M/S HANUMAN AGRO INDUSTRIES KLWKY
a69a65d2ac3767ed2657873119476f8cbfc32b77dc5b8687f24c1ded596b9089,M/S VIJAYA LAXMI INDUSTRIES
a6d7e40cfb9beee46e7d77bd5bd4c51436a9051e1e7db1e9d997683c4ad04d64,M/S SRI HANUMAN ENGG WORKS
a71b0238fa8d25a6c696128afa9421a81d5a53dfcccd44aff1639e458468eb2d,M/S MADEENA ENGINEERING WORKS
a73f795ef165a463dc287459331567c917ccbafd5e190d81607c56d4af6de491,M/S LAKSHMI ENGINEERING WORKS
a7aee9d5d3bcc58ae5b73aed0abf8eaea64b29cb98df705dccc52f09b4bdd11e,SAAMIRI ENGG WORKS MBNAGAR
a7ebfb05f6cd4218cbb3217c45d8114bb6a1407108bf5b3e5820cf5975f2547c,M/S.MADHAVI ENGINEERING AND MECHANICAL WORKS
a8ebebc6bbc28d92c09d891adbb4f6040027580b58abf80c07f7f88ce13ae59b,MAHINDRA & MAHINDRA LTD*
a8fdee8687892443149ccde97a91c6620100d17f5d0e2143730924fb4ca6bb17,"M/S MURALI KRISHNA ENGINEERING WORKS,MEDAK"
a943b7ef439026a84eab8614e1fff8a53f0b0dc6adbdb31633d4dc4e9c7ee183,"M/S RAMA SAI ENGINEERING WORKS, WARANGAL"
ab3a6d3e8771f3556c9b26d3b6311d5d460a0c33a6f0ce41e2c755c12c53bbfc,M/S VENKATESHWARA ENGINEERING
abd0a82f8d9110487d99ac120632241791efd057ca21c660a42d1092f0f3bf9a,M/S SRI RAMA ENGINEERING WORKS
abf206ad824c8f89fcb5967ac4a45ee5fb734505d82963313bc18f66b1d62fea,SREE SAI AGRO INDUSTRIES MEDCH
ac630702339bea464eeec516e0da048b2cd08ac0a80f1f3e8c4126bdc53c388f,M/S VINEELA ENGINEERING WORKS
acc60c3b312447d92e89895db28a11d98397afb44f1ceae8cf5b757e073c48f6,VIJAY HI TECH TRALLY WORKS NZB
ae0604083119303912b76cc889f4ee5a909a969735c0644ad7953a9da1e187d7,M/S R.N.R. ENGINEERING WORKS
af02f2e609b416d688d2bd15d8ddb1e36a5a0e23cb3bdde5dd2cb37e02233fe6,"M/S SRI RAGHAVA ENGINEERING WORKS, PEDDAPALLI"
af3db071ce3ec9a1e0ec90ae6e9219311ebcd4825d0be52f7220a679de697f1d,M/S. SRISAI ENGINEERING WORKS NLG
b0780737de891bea4ae370f04f4f249bd030a1127ba7700147ccaf877d8ffe2b,"M/S SRI VENKATESHWARA ENGG WORKS, JAGTIAL"
b0d67d93d520f780843f047d35e96a5628d783c2c6d8395aa7c5158b4ba28fd9,GOENKA ELECTRIC MOTOR VEHILCLES PVT LTD
b13c26805642adb3a532070eb886083afa33efca743990b16bda539915cd9812,M/S SHAMBHAVI ENGINEERING WORKS
b1589240539c796dde3de590b84d3682fb3d1598daa23f68a6a0c116975fd09d,"M/S SRI HANUMAN ENGG WORKS, NZB"
b1a4923bd8855aeb15ad8e6a1cbf1301bd9ac41ab03bd0bbd34ebe7e69ddc469,INTERNATIONAL TRACTORS LTD
b2822cbd27e4590dd83d37e4cee49f52c59b7be0bab105950f581c79bd42f76a,M/S FiatIndiaAutomobilesPvtLtd
b2b9d314207886a4295349d4718a2ea32f2564319d6d153a8176eec0010bf31c,M VINOD KUMAR AGRO ENGG WORKS
b38140c51e7a76fee85701ecb5de7ae272b9fb15953cca59427ee3f3b749d373,RATNA AGRO INDUST YERRAVELLY
b4419f38d4af785df75febb0840dcef679a411db1bb5f5873cbd6dfc5b1aa46b,"M/S SRI LAXMINARASIMHA ENGINEERING WORKS, SURYAPET"
b4b8246426137f8f12a6f9c614591de8a40ee7f4dabaee410d1dbe0cefaefaa2,SHRAMAIKA ENGINEERING WORKS
b572402adb733f94abecd6feaaacf76111b8436b9754dafae636cdb5a8effe1a,TVS MOTOR COMPANY LTD
b5d98864d926993e3548bd8992eb6d9109f502af65ca60cd9d85b6c0ded5a257,ASHOK LEYLAND LTD
b5e0e4c357232102d63bb076103fd9ae2be0c3e56ce3c947dd66e8b46987b254,M/S NEW HANUMAN ENGINEERING WORKS
b65a803d90e25f35b804d649989b35a6f6dc3d1c92b24d75229c409bf9b2f048,M/S S.M.TRALLY WORKS
b68b8e9f826b2deabdd88367836c154af76c0b8c73948dd92315c17d158b4a53,M/S SURYA ENGINEERING COMPANY
b7b34447471a75dfef7a042181d57301cfa2608088696127c88f7a48b114d1f8,SRI SAI INDUST ARMOOR NZB
b834d7c5f0a470457979e00647f05af24fadb1b67629bf2d912fa7f02a62b57a,M/S LAXMI SAI AGRO ENGINEERING WORKS
b8cc01a490eaadbc4e7e97639ea0d7566cd7fef5165bf45c1116acec28f960ee,M/S SR ENGINEERING WORKS WGL
b8cc48b14c9f2c820644a4807e4d614f81526f0c74d942323866eb2cab757704,"M/S VENKATESHWARA ENGINEERING WORKS, MIRYALAGUDA"
b910b8be90701b13af0f24f46c36ddb28886c510058663eb13cf1eb0398482ab,M/S LAXMI PRASANNA ENGINEERING WORKS
b914cd6d611fddb1d60651196b687bbdcbb852b4a92e5b6b0028341f154f5c63,"M/S SRI VENKATESHWARA ENGINEERING WORKS,KMNR"
b93276f36fac1f1f442746913a16d3264fbeaeaffc92164e0c1a3682bb9f5f74,M/S SRI SAI GENERAL ENGINEERNG WORKS
b9ed2513af8a6e748130f67bd34931e0a1d6224f5647c628af9b8e48f80c4003,FORCE MOTORS LIMITED
baf19d36420b6a4362fd4145962cf4c8efc429a5070128ef672089ac463d4415,M/S VIJAYASAI ENGINEERING WORKS
bbf30e3b50ca95dff2f9151cd7fad739f09c89d837acc97aea018e3de1a25dd2,JOHN DEERE EQUIPMENTPVTLTDPUNE
bc12a0d396204f7356ee499194a0a6e2746197e7818df3f96662f1ee6ba9e543,M/S SRI USHA ENGINEERING WORKS
bcb1607f4834606dfa04b6c01f5b6911ccfd54d32c5a8f15607233bae932f0aa,M/S SRI LAXMI NARASIMHA TRALLY WORKS
bd40c8e9307c3406a427ba154928c8a0ba480005f74811acc6fbbfdd7285e918,"M/S SRI THIRUMALA ENGINEERING WORKS, R R DISTRICT"
bddae796a2a7cf0cd6911889fe2a175edfda835acae834589f867a7c688aa6b5,M/S MANIKANTA ENGINEERING WORKS WANAPARTHY.
be6e913442e4b160fb532ecd6f5c341667fcc320a01ab3d2015a0ff2a6665145,M/S VOLKSWAGE AG 38436WOLFBURG
be73f9bc9e8909e6a041b7e8053162e07294d99d130f3767e8e0704fdefe1562,M/S SRI LAXMI SAI ENGINEERING WORKS
c0471ebd6d99e1ea18f37919ce9e9cc5340cf7fe9b054515b22854de2ab2c4d1,M/S PADMA SHANTHI INDUSTRIES
c1d9b58e4cb536dad8bb5850ace59afe8df026bcac1359586e8098b0c071ab97,"M/S LAXMI ENGINEERING WORKS,(kodad)"
c21083bd9d8f9c4e4de92474a169f379ada89b517d9a23343f8f0c80d6b591cd,"M/S SRI BHAVANI ENGINEERING WORKS, R R DISTRICT"
c235dfc0a820f95df5336a2ad883ab43abdc9ee7675e7f56c336947ca3aeedd2,M/S UM LOHIA TWO WHEELERS PVT LTD
c35e7a5bd825d7ee49e7281724c7bc3d0f02c10832f9af1bdaa7245b676e51e8,NEW HOLLAND FIAT INDIA PVT LTD
c37548fc8c71399d0f8aafdf81a597136eb2ed4be98c750e60611d73310e41c3,M/S.NANDINI ENGINEERING WORKS
c4bb1af5e70098079e964165555cec25687a3328530e9a2f2c9cc5b3d42ec906,EICHER TRACTORS
c4e9d3221fc21c69082bf2498b235e7141f0ed1838196511ce224d4ff2c0fe2f,DAIMLER(I)COMMERCIAL VEH P LTD
c5e12fbb4551703c2c5d16eab38cb4a3f823745ccbc63b0e69ac28de5e891935,SRI SAI TEJA CONSTRUC PALONCHA
c5f6d598c8c2ef5afd1e78e2cbe6db6c0a6f5c089fb13d51bed33c549681c531,HYUNDAI MOTOR INDIA LTD
c60ecc7dfa234bb6fb14c5d33fade036579861870cd3dea489fd92671fe9f89b,M/S MAHENDRA ENGINEERING WORKS
c66a13e043648f6b356ecb5a4cf2420f33b3e936134384b1fb677c3fd385286b,M/S MANASA ENGINEERING WORKS
c6e4dfbd6af29545073bbf627404de4bcdf726e5abf52c882137eb801dd13248,M/S AMEER ENGINEERING WORKS MAHABUBABAD
c9c3348b37885c54874eb3f2044fba68d82b16fafe63081fff9808eb787e0438,M/S SHIVA ENGINEERING WORKS
c9c4ce768ba6dca605fbfeb90635dcbbfdcab8c9ef69771f7ac6bde8d6d2425a,M/S  KRUPA  ENGINEERING  WORKS KAMAREDDY
cc36c9b3e781a669dc319c86911bc5d910968f0cfbf98aca8ed6ffcb1048cef4,M/S RENAULT INDIA PRIVATE LIMITED
cc74fa95157c5a2eac4d6abd90287b43e05ec3cf1e6dae0fea93740072cc1fdd,M/S MADHU GENRAL ENGINEERING WORKS KNR
cd52767a595ad94e13b990098013ce60e7705a4facff0912c098438e8083fa98,M/S SURESH ENGINEERING WORKS & AUTOMOBILES
cd94bb8f7c8be1458e3bc40bb099c37f33af1ed83090ec27d5bcf4a877e37f7b,M/S SRI VANI ENGINEERING WORKS
cdb5d9043388c10cb5a6b31986d5392c1c32a2091c133377c01f48034ced2830,M/S PASHA AGRO INDUSTRIES
ce221b51aa71eaf144fcff01c134b85026eb70387a7201bac69d6516dcc5cfb9,M/S DHANA SARI INDUSTRIES
cebde81a2516575dcdc7885a073f964aed890e81a728f1614f78de3aa5b0d01f,VOLKSWAGON AG
cff2aa751172242bc2804ac182d36f63c3c66cc69941efa3f2128152503d04af,HERO ELECTRIC VEH. PVT LTD
d1b6048b0fd53a6a5e5083fcdb2ca0bafcb238433713eeb719ad2b12641d1552,"M/S SLR ENGINEERING WORKS,SURYAPET."
d1d1ce2f5ff284b3c38c70919851b958180c61dbdbdb0cf38efcd55e04891e1b,M/S SRI SHIVA AGRO INDUSTRIES
d38bdc8d739bce37077ca2139bda6726246d7af181b812b658e1dfda360f3cd6,M/S SRINIVAS ENGG.WORKS
d49380569b0ab2194d8f0eae00f70f231b5ada23beee187766f4978d81997c2c,RYTHU MITRA ENGG WORKS MBNGR
d4d2515c53352b62887f693164184fff555e1cb6070137482b2be592ffbc3986,AUDI AG
d54268dd3c254abb63e15a3430f2d7f20ba0cf8781a83a98c46c7320b37c7514,M/S NEW MALLIKARJUNA ENGINEERING WORKS
d5ab566e7e1d57237f0186c31536c3392e3369dcccbde71b55d35882f90dcec7,M/S SRI VENKATARAMANA ENG.WORKS
d6262368902b800e71b2beaa5a54071cbe4570476697dbc218924690851d0f8a,M/S CNH INDUSTRIAL INDIA PVT LTD
d723f41223c97a0ed7ea64066abd0d0d7e53d60ca0d0e5f83858b4b48faad655,"M/S SRI BALAJI INDUSTRIES, ARMOOR, NZB"
d7b1a404d27f5a3a3f5c20ed20a8775811101a8933fe482e85cc0c89b9203b07,JOHN DEERE INDIA PVT LIMITED
d7e3e603ca75646fdcd024f8c5ca80be21016c3f592730aa4a17b6403bca2def,M/S SRI SAI ENGINEERING WORKS
d84faae5e952724546475ff5310deea8b9752b1616abfec6b680c3eb301cde06,M/S SRI VENKATA NARASIMHA ENGINEERING WORKS
d8c45b2395da5613791f4f287dbdcbb4d48e052e2494a26a3bab3ca1ab9cdfa4,TATA HITACHI CONST.MACHNRY CO
d982cdeb250bbb3d70e1bb5f1d2592755c9f2b6800ae548e2724ef4007298706,YAMAHA MOTOR INDIA PVT. LTD.
d9c83f71398ac3e7ce02acff44e304eeb6c5166d5cd7caae3d6843bc573f1ec6,M/S UTTAM CONSTRUCTION EQUIPMENT
da520e12eb3c339072e455685c26680f69136812987ad96e006d003877121977,M/S THIRUMALA INDUSTRIES
de0fa572c505fe081d3ffa59c9ac7f6e797b7830c502a4b2947ac3eb9cb0c30e,M/S SRI LAKSHMI NARASIMHA ENGINEERING WORKS
dea59ae0c6e5e1c385e4802c42adefa7c6cdf6d9c6cb88d5288bc62ffca369f7,M/S LOHIA AUTO INDUSTRIES
deb212eef57213bc1b22c2277f230cd8b2cba9c0b680aae2977b07ceb7c5a91e,"SRI RAMA TRALLY WORKS,  NIRMAL"
e07f697fe790bd5c495fa75a09f27bc2c826bbce073e701919dd21ba256c9d4c,M/S M.VINOD KUMAR
e1042272821fbcce46952f5eda5b88eb95d644eda48a5128aefb092339df1407,INDO FARM EQUIPMENT LTD
e124cbe71a1ce5937ace333e7eecdc9c9e6d1f752e5bb01429ed9dbdc002e271,M/S SRI SRINIVASA ENGINEERING WORKS
e13718b424d36c1742454957b6a439dcaa9ceadbaab37fd470f76c88e8e26ec1,M/S TIRUMALA ENGINEERING WORKS
e1bfcf2a369f6e1badc4b4416aee70d61adb579a2cabe23415b476e96cabb6f2,INDIA YAMAHA MOTOR PVT LTD
e1e3db02678e38a0c81f74be355c4d9c715d5fc1879530784a9e68451da5b0cf,GURUNANAK AGRI. ENG. WORKS
e2b3cb9316df61018ebcde8907ec776b4df56b3cca5af43cdad9b3652efc3451,M/S PRATHAP ENGINEERING WORKS
e395f6539e383e6ebe02b9f9a0c86a953ea098b01fa02bb621f810337c46c535,SRI SAIRAAM GENERAL ENGG WORKS
e3f873d9c7d94dcddad6c73a4bf800dc440525ff1ccf336197a9ac96f8f6185c,ESCORTS LIMITED
e522a2e3cd5caa2eb6f0dcaee01557b2ef70569ffa683e2f482223e0da487304,M/S RAGHAVENDRA WELDING WORKS
e562ecef282e2d7efa53491c1bee3f45da67881c5c177d52a0b974148fc5b7a1,M/S BHAVANI ENGINEERING WORKS
e653f2f77e289f15a3f3d6992af47d00659bb127dd5a826bcf5500174006cb62,M/S LAXMI GANESH ENGINEERING WORKS
e69655b226c0b49290901a1f7d7520094e74e2f7622e0b4ff4e6e6141a3930b3,SRI VENKATESHWARA ENGINEERING WORKS NZB
e6fc775b49048f8f0896b63afbee11611313fb5ae88babdf56dccc467773572d,M/S SINDHU ENGINEERING WORKS NLG
e93c4f79c1734a4c3449dbbcfd6d281d9a73832c848c50c228a47e4028322efe,M/S SRI LAXMI AGRO INDUSTRIES
e95e4846c7f7fa4e955763f61235cd44167cb8afb83bf2a0804aed642d6f5080,SAME DEUTZ-FAHR INDIA (P) LTD
e9ef5a34d46be05923a506403dd29b0a402a88ec87406f60086bcfb70023f1c7,"M/S REDDY ENGINEERING WORKS, SURYAPET"
eacdeca2f1451604b8493dddc837280756f96e3f1fa7a22a41e8f0052f33a3de,M/S SRI SAIBABA ENGINEERING WORKS
eaf1644db7d6d7695d6951a6924409ace76efad95510ee2384af3ebd22493121,"M/S RAGHAVENDRA ENGINEERING WORKS,AMANGAL"
eb59dbc038632287a2f19be44fa467d01ba467b6ae142a39ffe5580d187997c7,M/S SRI RAJESHWARA ENGINEERING WORKS
ed1fff5f431ab5aebb383cd0102019265909f1b2fbb5ad6d51d2fbd5162d81c5,ACTION CONSTRUCTION EQUIP LTD
ed3f7e59f1740017d6fae53f55792b47dd557a8be4ef4e5c672274ae96107eed,M/S SAI RAM ENGINEERING WORKS
ed818ca5c78704e27ab95f23a71aad240bce48af812c4e0a39056dc83b05dd4b,PARVATHI PARAMESWARA ENGG WORK
edb742d6dc4b80df09e8cc6ba5cef3dc915b5e302a4bdbbecfac21f15582a932,VE COMMERCIAL VEHICLES LTD
ee0563f748c9d61d061243ad793e47bb47993983e4f11b3f4df2fba0b9096f70,"REDDY ENGG.WORKS, BALANAGAR"
eeebaa049096f0058e7fbbd292febc8b633816ac61bbca22e4da5d757a101ec5,M/S. SRI KRISHNA ENGINEERING WORKS
eef3c16a0e9b2bb98f3b7d85eb9123ca788b68b2b7474814ec47c220161a7867,SRI LAXMI NARASIMHA SWAMY ENGG WORKS NLG
f0608200d2e5d5652f76a5b76270c88df780863901a27bf32d10c5ff18093f4c,M/S. SRI LAKSHMI ENG. WORKS
f169a0ceabc6c98c7346d14312a944a160ee8b67c7a3f3c269c80e18b6da086d,"MERCEDES-BENZ INDIA PVT., LTD."
f2fb442ed36038349bd0ef0fd37400b57a556bed2ea8ed37ef65a8c077087143,SKODA AUTO INDIA PVT LTD
f33b387c4c6ed33e9ae4a56e4353b217fdcb7c5330cec0e6f7b0a7e97b20c04f,M/S VINEELA INDUSTRIES
f3c0b2135c1e9a477f65188e3fa529fc6a7cab1a4b8c0dbd1f8e3efd53a31eda,SML ISUZU LTD PUNJAB
f41b4b4eddaaf351a6ffe115efecffcb5ddd680a505eca355b87eff23207b21c,LIUGONG INDIA PVT LTD
f48e0d2288e1dac53144e96ecdb0db8b08e85a4aa27a66feb34eeec12ab903fd,MNKT ENGG WELDINGWORKS KORUTLA
f6501b7b62e6c5a04725c9bd71b5b86d087036ad4d58f91c57fb96cf1c9ef10a,M/S. PRABHU ENGINEERING WORKS
f7f5d5db367648975053232002e8a0a647df440516de235edf577a03c7b98b13,"KAWASAKI HEAVY INDUS.LTD,JAPAN"
f8391ca550e55e858ef662d8cca9ede9ed32b7985a0d2679f81048ea354787ec,UDAYA LAKSHMI ENGG WORKS KMM
f9252954763c4cd93aa22e12cc0086b70874566f09c2742203d25fe15b698fa2,M/S VARMA ENGINEERING WORKS
fb2e1c90479bdc6499423ebbc951896ed65f6d41bf143e2fde33afb34eca5885,TATA MOTORS LTD
fd50185b5d07d04b22ad267449c430a8e6a6f4f3da145ed5f458d5da43fd8e69,"M/S. SRI THIRUMALA ENGINEERING WORKS,THUKKUGUDA"
fdc1a30bc7be4123ff44da84c7c29fe6b3b2cb67bb7865f7194408fb6b197492,SRI MAHALAXMI ENGINEERING WORKS
fdc6dbfbeaceb55b53be43c5a626046b434325bdafe50eb02893d7ddf1ccf2ea,M/S SRI HANUMAN MECHANICAL WORKS
ff12b19a9578cc6e71d795b1d2bd93129b03f92d40bc5ea82006a0d50c763831,M/S. SRI.LAXMI AGRO INDUSTRIES
